forest_source,avg_altitude,river_length,In_City,In_Habitat,geometry,id,status1,status2,status3
9916.1350211,1369.41904588,55.2728713702,0,0,"POLYGON ((101.37817477285603 22.809799460748877, 101.33003856682029 22.726425106211366, 101.23376615474899 22.726425106211366, 101.18562994871326 22.809799460748877, 101.23376615474899 22.89317381528633, 101.33003856682029 22.89317381528633, 101.37817477285603 22.809799460748877))",183,none,none,none
9970.92094349,1384.23985088,72.2097977267,0,0,"POLYGON ((101.52258339096329 22.89317381528633, 101.47444718492756 22.809799460748877, 101.37817477285603 22.809799460748877, 101.33003856682029 22.89317381528633, 101.37817477285603 22.976548169823786, 101.47444718492756 22.976548169823786, 101.52258339096329 22.89317381528633))",184,none,none,none
9976.5298103,1080.61788482,75.3081586622,0,0,"POLYGON ((101.66699200907033 22.809799460748877, 101.61885580303459 22.726425106211366, 101.52258339096329 22.726425106211366, 101.47444718492756 22.809799460748877, 101.52258339096329 22.89317381528633, 101.61885580303459 22.89317381528633, 101.66699200907033 22.809799460748877))",185,none,none,via
9969.4633758,1129.97399134,74.8202961526,0,0,"POLYGON ((101.81140062717736 22.89317381528633, 101.76326442114163 22.809799460748877, 101.66699200907033 22.809799460748877, 101.61885580303459 22.89317381528633, 101.66699200907033 22.976548169823786, 101.76326442114163 22.976548169823786, 101.81140062717736 22.89317381528633))",186,none,none,via
9960.3922608,1035.78044004,70.4630408116,0,0,"POLYGON ((101.95580924528446 22.809799460748877, 101.90767303924889 22.726425106211366, 101.81140062717736 22.726425106211366, 101.76326442114163 22.809799460748877, 101.81140062717736 22.89317381528633, 101.90767303924889 22.89317381528633, 101.95580924528446 22.809799460748877))",187,none,none,none
9940.44432909,1255.91186096,73.7803261265,0,1,"POLYGON ((102.10021786339166 22.89317381528633, 102.05208165735593 22.809799460748877, 101.95580924528446 22.809799460748877, 101.90767303924889 22.89317381528633, 101.95580924528446 22.976548169823786, 102.05208165735593 22.976548169823786, 102.10021786339166 22.89317381528633))",188,none,none,none
9963.89505365,1236.92897828,92.2756238047,0,1,"POLYGON ((102.2446264814987 22.809799460748877, 102.19649027546296 22.726425106211366, 102.10021786339166 22.726425106211366, 102.05208165735593 22.809799460748877, 102.10021786339166 22.89317381528633, 102.19649027546296 22.89317381528633, 102.2446264814987 22.809799460748877))",189,none,none,none
9921.32106763,1695.66836553,114.96348112,0,1,"POLYGON ((102.38903509960574 22.89317381528633, 102.34089889357 22.809799460748877, 102.2446264814987 22.809799460748877, 102.19649027546296 22.89317381528633, 102.2446264814987 22.976548169823786, 102.34089889357 22.976548169823786, 102.38903509960574 22.89317381528633))",190,none,none,none
9873.12184508,1249.63926107,87.3147466328,0,1,"POLYGON ((102.533443717713 22.809799460748877, 102.48530751167726 22.726425106211366, 102.38903509960574 22.726425106211366, 102.34089889357 22.809799460748877, 102.38903509960574 22.89317381528633, 102.48530751167726 22.89317381528633, 102.533443717713 22.809799460748877))",191,none,none,none
9909.44404145,1470.42462697,105.319589579,0,0,"POLYGON ((102.67785233582003 22.89317381528633, 102.6297161297843 22.809799460748877, 102.533443717713 22.809799460748877, 102.48530751167726 22.89317381528633, 102.533443717713 22.976548169823786, 102.6297161297843 22.976548169823786, 102.67785233582003 22.89317381528633))",192,none,none,none
9917.18940189,1101.48482556,75.6032876744,0,0,"POLYGON ((102.82226095392707 22.809799460748877, 102.77412474789134 22.726425106211366, 102.67785233582003 22.726425106211366, 102.6297161297843 22.809799460748877, 102.67785233582003 22.89317381528633, 102.77412474789134 22.89317381528633, 102.82226095392707 22.809799460748877))",193,none,none,none
9860.98014629,1210.83905441,61.2878241859,0,0,"POLYGON ((102.96666957203416 22.89317381528633, 102.91853336599837 22.809799460748877, 102.82226095392707 22.809799460748877, 102.77412474789134 22.89317381528633, 102.82226095392707 22.976548169823786, 102.91853336599837 22.976548169823786, 102.96666957203416 22.89317381528633))",194,none,none,none
9856.95020964,1387.40504657,42.0102195869,0,1,"POLYGON ((103.11107819014137 22.809799460748877, 103.06294198410563 22.726425106211366, 102.96666957203416 22.726425106211366, 102.9185333659986 22.809799460748877, 102.96666957203416 22.89317381528633, 103.06294198410563 22.89317381528633, 103.11107819014137 22.809799460748877))",195,none,none,none
9889.44840135,1390.35377628,74.7881105451,0,1,"POLYGON ((103.2554868082484 22.89317381528633, 103.20735060221267 22.809799460748877, 103.11107819014137 22.809799460748877, 103.06294198410563 22.89317381528633, 103.11107819014137 22.976548169823786, 103.20735060221267 22.976548169823786, 103.2554868082484 22.89317381528633))",196,none,none,none
9864.16255007,1792.88439609,64.1049079003,0,0,"POLYGON ((103.39989542635544 22.809799460748877, 103.3517592203197 22.726425106211366, 103.2554868082484 22.726425106211366, 103.20735060221267 22.809799460748877, 103.2554868082484 22.89317381528633, 103.3517592203197 22.89317381528633, 103.39989542635544 22.809799460748877))",197,none,none,none
9654.83656873,771.461758154,102.401386895,0,0,"POLYGON ((103.5443040444627 22.89317381528633, 103.49616783842697 22.809799460748877, 103.39989542635544 22.809799460748877, 103.3517592203197 22.89317381528633, 103.39989542635544 22.976548169823786, 103.49616783842697 22.976548169823786, 103.5443040444627 22.89317381528633))",198,none,none,none
9676.21241931,603.820786898,66.0873787708,0,1,"POLYGON ((103.68871266256974 22.809799460748877, 103.640576456534 22.726425106211366, 103.5443040444627 22.726425106211366, 103.49616783842697 22.809799460748877, 103.5443040444627 22.89317381528633, 103.640576456534 22.89317381528633, 103.68871266256974 22.809799460748877))",199,none,none,none
9785.86713287,1139.47787316,78.1281198563,0,1,"POLYGON ((103.83312128067678 22.89317381528633, 103.78498507464104 22.809799460748877, 103.68871266256974 22.809799460748877, 103.640576456534 22.89317381528633, 103.68871266256974 22.976548169823786, 103.78498507464104 22.976548169823786, 103.83312128067678 22.89317381528633))",200,none,none,none
9584.59390596,743.023735876,65.6118550842,0,1,"POLYGON ((103.97752989878387 22.809799460748877, 103.92939369274808 22.726425106211366, 103.83312128067678 22.726425106211366, 103.78498507464104 22.809799460748877, 103.83312128067678 22.89317381528633, 103.92939369274808 22.89317381528633, 103.97752989878387 22.809799460748877))",201,none,none,none
9810.2826087,1337.24340169,60.4920928125,0,1,"POLYGON ((104.12193851689108 22.89317381528633, 104.07380231085534 22.809799460748877, 103.97752989878387 22.809799460748877, 103.92939369274808 22.89317381528633, 103.97752989878387 22.976548169823786, 104.07380231085534 22.976548169823786, 104.12193851689108 22.89317381528633))",202,none,none,none
9815.33956574,1183.04840835,44.2242775511,0,1,"POLYGON ((104.26634713499811 22.809799460748877, 104.21821092896238 22.726425106211366, 104.12193851689108 22.726425106211366, 104.07380231085534 22.809799460748877, 104.12193851689108 22.89317381528633, 104.21821092896238 22.89317381528633, 104.26634713499811 22.809799460748877))",203,none,none,none
9807.99078705,1339.79058503,67.9326305705,0,0,"POLYGON ((104.41075575310515 22.89317381528633, 104.36261954706941 22.809799460748877, 104.26634713499811 22.809799460748877, 104.21821092896238 22.89317381528633, 104.26634713499811 22.976548169823786, 104.36261954706941 22.976548169823786, 104.41075575310515 22.89317381528633))",204,none,none,none
9744.82129904,1375.80554818,42.3634245169,0,0,"POLYGON ((104.55516437121224 22.809799460748877, 104.50702816517668 22.726425106211366, 104.41075575310515 22.726425106211366, 104.36261954706941 22.809799460748877, 104.41075575310515 22.89317381528633, 104.50702816517668 22.89317381528633, 104.55516437121224 22.809799460748877))",205,none,none,none
9710.97634022,1353.10237373,71.1800916314,0,1,"POLYGON ((104.69957298931945 22.89317381528633, 104.65143678328371 22.809799460748877, 104.55516437121241 22.809799460748877, 104.50702816517668 22.89317381528633, 104.55516437121241 22.976548169823786, 104.65143678328371 22.976548169823786, 104.69957298931945 22.89317381528633))",206,none,none,none
9833.375,1373.93690601,12.1496563404,0,0,"POLYGON ((104.84398160742649 22.809799460748877, 104.79584540139075 22.726425106211366, 104.69957298931945 22.726425106211366, 104.65143678328371 22.809799460748877, 104.69957298931945 22.89317381528633, 104.79584540139075 22.89317381528633, 104.84398160742649 22.809799460748877))",207,none,none,none
9645.61333333,587.181978539,2.78045368441,0,1,"POLYGON ((104.98839022553358 22.89317381528633, 104.94025401949779 22.809799460748877, 104.84398160742649 22.809799460748877, 104.79584540139075 22.89317381528633, 104.84398160742649 22.976548169823786, 104.94025401949779 22.976548169823786, 104.98839022553358 22.89317381528633))",208,none,none,none
9970.43178411,1556.614924,18.6391325592,0,0,"POLYGON ((99.21204550124958 23.05992252436107, 99.16390929521401 22.976548169823786, 99.06763688314254 22.976548169823786, 99.0195006771068 23.05992252436107, 99.06763688314254 23.143296878898582, 99.16390929521401 23.143296878898582, 99.21204550124958 23.05992252436107))",209,none,none,none
9849.77638191,1803.98994163,14.8339153438,0,0,"POLYGON ((99.50086273746388 23.05992252436107, 99.45272653142814 22.976548169823786, 99.35645411935661 22.976548169823786, 99.30831791332105 23.05992252436107, 99.35645411935661 23.143296878898582, 99.45272653142814 23.143296878898582, 99.50086273746388 23.05992252436107))",210,none,none,none
9866.72632493,1705.40372063,30.2541258899,0,0,"POLYGON ((99.64527135557091 22.976548169823786, 99.59713514953518 22.89317381528633, 99.50086273746388 22.89317381528633, 99.45272653142814 22.976548169823786, 99.50086273746388 23.05992252436107, 99.59713514953518 23.05992252436107, 99.64527135557091 22.976548169823786))",211,none,none,none
9848.86999738,1774.12523199,47.3500035671,0,0,"POLYGON ((99.78967997367795 23.05992252436107, 99.74154376764238 22.976548169823786, 99.64527135557091 22.976548169823786, 99.59713514953518 23.05992252436107, 99.64527135557091 23.143296878898582, 99.74154376764238 23.143296878898582, 99.78967997367795 23.05992252436107))",212,none,none,none
9854.09888399,1490.40463628,46.2561269302,0,0,"POLYGON ((99.93408859178521 22.976548169823786, 99.88595238574948 22.89317381528633, 99.78967997367795 22.89317381528633, 99.74154376764238 22.976548169823786, 99.78967997367795 23.05992252436107, 99.88595238574948 23.05992252436107, 99.93408859178521 22.976548169823786))",213,none,none,none
9888.11009414,1889.97568395,52.9635314479,0,0,"POLYGON ((100.07849720989225 23.05992252436107, 100.03036100385651 22.976548169823786, 99.93408859178521 22.976548169823786, 99.88595238574948 23.05992252436107, 99.93408859178521 23.143296878898582, 100.03036100385651 23.143296878898582, 100.07849720989225 23.05992252436107))",214,none,none,none
9781.83715352,1350.16257124,54.3816821878,0,0,"POLYGON ((100.22290582799928 22.976548169823786, 100.17476962196355 22.89317381528633, 100.07849720989225 22.89317381528633, 100.03036100385651 22.976548169823786, 100.07849720989225 23.05992252436107, 100.17476962196355 23.05992252436107, 100.22290582799928 22.976548169823786))",215,none,none,none
9915.95134983,1126.31193525,53.4458754571,0,0,"POLYGON ((100.36731444610632 23.05992252436107, 100.31917824007058 22.976548169823786, 100.22290582799928 22.976548169823786, 100.17476962196372 23.05992252436107, 100.22290582799928 23.143296878898582, 100.31917824007058 23.143296878898582, 100.36731444610632 23.05992252436107))",216,none,none,none
9899.43194192,1259.89793027,59.9052691931,0,0,"POLYGON ((100.51172306421358 22.976548169823786, 100.46358685817785 22.89317381528633, 100.36731444610632 22.89317381528633, 100.31917824007058 22.976548169823786, 100.36731444610632 23.05992252436107, 100.46358685817785 23.05992252436107, 100.51172306421358 22.976548169823786))",217,none,none,none
9939.73390789,1211.58917089,50.893474977,0,0,"POLYGON ((100.65613168232062 23.05992252436107, 100.60799547628488 22.976548169823786, 100.51172306421358 22.976548169823786, 100.46358685817785 23.05992252436107, 100.51172306421358 23.143296878898582, 100.60799547628488 23.143296878898582, 100.65613168232062 23.05992252436107))",218,via,via,none
9893.37718121,1207.50190241,45.2100784241,0,0,"POLYGON ((100.80054030042766 22.976548169823786, 100.75240409439192 22.89317381528633, 100.65613168232062 22.89317381528633, 100.60799547628488 22.976548169823786, 100.65613168232062 23.05992252436107, 100.75240409439192 23.05992252436107, 100.80054030042766 22.976548169823786))",219,via,via,none
9890.71777369,1304.34191522,79.0454789254,0,0,"POLYGON ((100.94494891853492 23.05992252436107, 100.89681271249918 22.976548169823786, 100.80054030042766 22.976548169823786, 100.75240409439192 23.05992252436107, 100.80054030042766 23.143296878898582, 100.89681271249918 23.143296878898582, 100.94494891853492 23.05992252436107))",220,none,none,none
9765.21209761,1467.42328848,50.1110616987,0,0,"POLYGON ((101.08935753664196 22.976548169823786, 101.04122133060622 22.89317381528633, 100.94494891853492 22.89317381528633, 100.89681271249918 22.976548169823786, 100.94494891853492 23.05992252436107, 101.04122133060622 23.05992252436107, 101.08935753664196 22.976548169823786))",221,none,none,none
9742.5684516,1553.10378108,47.1708558718,0,0,"POLYGON ((101.23376615474899 23.05992252436107, 101.18562994871326 22.976548169823786, 101.08935753664196 22.976548169823786, 101.04122133060622 23.05992252436107, 101.08935753664196 23.143296878898582, 101.18562994871326 23.143296878898582, 101.23376615474899 23.05992252436107))",222,none,none,none
9854.82366649,1532.53301386,54.1455204754,0,0,"POLYGON ((101.37817477285603 22.976548169823786, 101.33003856682029 22.89317381528633, 101.23376615474899 22.89317381528633, 101.18562994871326 22.976548169823786, 101.23376615474899 23.05992252436107, 101.33003856682029 23.05992252436107, 101.37817477285603 22.976548169823786))",223,none,none,none
9939.10925727,1259.61301976,65.5354264437,0,0,"POLYGON ((101.52258339096329 23.05992252436107, 101.47444718492756 22.976548169823786, 101.37817477285603 22.976548169823786, 101.33003856682029 23.05992252436107, 101.37817477285603 23.143296878898582, 101.47444718492756 23.143296878898582, 101.52258339096329 23.05992252436107))",224,none,none,none
9935.0902905,1370.65099768,41.5680467735,0,0,"POLYGON ((101.66699200907033 22.976548169823786, 101.61885580303459 22.89317381528633, 101.52258339096329 22.89317381528633, 101.47444718492756 22.976548169823786, 101.52258339096329 23.05992252436107, 101.61885580303459 23.05992252436107, 101.66699200907033 22.976548169823786))",225,none,none,via
9916.06567005,1158.87225497,59.0903495834,0,0,"POLYGON ((101.81140062717736 23.05992252436107, 101.76326442114163 22.976548169823786, 101.66699200907033 22.976548169823786, 101.61885580303459 23.05992252436107, 101.66699200907033 23.143296878898582, 101.76326442114163 23.143296878898582, 101.81140062717736 23.05992252436107))",226,none,none,via
9927.24177248,1407.3019835,50.7702762483,0,0,"POLYGON ((101.95580924528446 22.976548169823786, 101.90767303924889 22.89317381528633, 101.81140062717736 22.89317381528633, 101.76326442114163 22.976548169823786, 101.81140062717736 23.05992252436107, 101.90767303924889 23.05992252436107, 101.95580924528446 22.976548169823786))",227,none,none,none
9847.1428195,1403.30017566,74.4542465855,0,0,"POLYGON ((102.10021786339166 23.05992252436107, 102.05208165735593 22.976548169823786, 101.95580924528446 22.976548169823786, 101.90767303924889 23.05992252436107, 101.95580924528446 23.143296878898582, 102.05208165735593 23.143296878898582, 102.10021786339166 23.05992252436107))",228,none,none,none
9860.03674746,1586.45169149,102.585610842,0,1,"POLYGON ((102.2446264814987 22.976548169823786, 102.19649027546296 22.89317381528633, 102.10021786339166 22.89317381528633, 102.05208165735593 22.976548169823786, 102.10021786339166 23.05992252436107, 102.19649027546296 23.05992252436107, 102.2446264814987 22.976548169823786))",229,none,none,none
9816.09837781,1713.79130058,124.489229257,0,0,"POLYGON ((102.38903509960574 23.05992252436107, 102.34089889357 22.976548169823786, 102.2446264814987 22.976548169823786, 102.19649027546296 23.05992252436107, 102.2446264814987 23.143296878898582, 102.34089889357 23.143296878898582, 102.38903509960574 23.05992252436107))",230,none,none,none
9767.00026001,1676.63511265,99.6607605657,0,0,"POLYGON ((102.533443717713 22.976548169823786, 102.48530751167726 22.89317381528633, 102.38903509960574 22.89317381528633, 102.34089889357 22.976548169823786, 102.38903509960574 23.05992252436107, 102.48530751167726 23.05992252436107, 102.533443717713 22.976548169823786))",231,none,none,none
9739.63001837,1372.16667468,110.499816471,0,0,"POLYGON ((102.67785233582003 23.05992252436107, 102.6297161297843 22.976548169823786, 102.533443717713 22.976548169823786, 102.48530751167726 23.05992252436107, 102.533443717713 23.143296878898582, 102.6297161297843 23.143296878898582, 102.67785233582003 23.05992252436107))",232,none,none,none
9875.93331597,1123.6099707,82.8937952528,0,0,"POLYGON ((102.82226095392707 22.976548169823786, 102.77412474789134 22.89317381528633, 102.67785233582003 22.89317381528633, 102.6297161297843 22.976548169823786, 102.67785233582003 23.05992252436107, 102.77412474789134 23.05992252436107, 102.82226095392707 22.976548169823786))",233,none,none,none
9838.94867766,1823.99899029,107.642906367,0,0,"POLYGON ((102.96666957203416 23.05992252436107, 102.91853336599837 22.976548169823786, 102.82226095392707 22.976548169823786, 102.77412474789134 23.05992252436107, 102.82226095392707 23.143296878898582, 102.91853336599837 23.143296878898582, 102.96666957203416 23.05992252436107))",234,none,none,none
9905.89329189,1797.48962093,82.206775903,0,1,"POLYGON ((103.11107819014137 22.976548169823786, 103.06294198410563 22.89317381528633, 102.96666957203416 22.89317381528633, 102.9185333659986 22.976548169823786, 102.96666957203416 23.05992252436107, 103.06294198410563 23.05992252436107, 103.11107819014137 22.976548169823786))",235,none,none,none
9734.95025545,948.718954144,87.5973842682,0,0,"POLYGON ((103.2554868082484 23.05992252436107, 103.20735060221267 22.976548169823786, 103.11107819014137 22.976548169823786, 103.06294198410563 23.05992252436107, 103.11107819014137 23.143296878898582, 103.20735060221267 23.143296878898582, 103.2554868082484 23.05992252436107))",236,none,none,none
9756.49396642,948.43347982,94.7841589708,0,0,"POLYGON ((103.39989542635544 22.976548169823786, 103.3517592203197 22.89317381528633, 103.2554868082484 22.89317381528633, 103.20735060221267 22.976548169823786, 103.2554868082484 23.05992252436107, 103.3517592203197 23.05992252436107, 103.39989542635544 22.976548169823786))",237,none,none,none
9884.53688632,1205.57999199,58.7233448206,0,1,"POLYGON ((103.5443040444627 23.05992252436107, 103.49616783842697 22.976548169823786, 103.39989542635544 22.976548169823786, 103.3517592203197 23.05992252436107, 103.39989542635544 23.143296878898582, 103.49616783842697 23.143296878898582, 103.5443040444627 23.05992252436107))",238,none,none,none
9843.21922778,1214.10496742,66.5798213125,0,1,"POLYGON ((103.68871266256974 22.976548169823786, 103.640576456534 22.89317381528633, 103.5443040444627 22.89317381528633, 103.49616783842697 22.976548169823786, 103.5443040444627 23.05992252436107, 103.640576456534 23.05992252436107, 103.68871266256974 22.976548169823786))",239,none,none,none
9876.80115577,1146.88536545,57.5540417954,0,0,"POLYGON ((103.83312128067678 23.05992252436107, 103.78498507464104 22.976548169823786, 103.68871266256974 22.976548169823786, 103.640576456534 23.05992252436107, 103.68871266256974 23.143296878898582, 103.78498507464104 23.143296878898582, 103.83312128067678 23.05992252436107))",240,none,none,none
9734.13682831,956.476357004,63.8272305008,0,0,"POLYGON ((103.97752989878387 22.976548169823786, 103.92939369274808 22.89317381528633, 103.83312128067678 22.89317381528633, 103.78498507464104 22.976548169823786, 103.83312128067678 23.05992252436107, 103.92939369274808 23.05992252436107, 103.97752989878387 22.976548169823786))",241,none,none,none
9823.79009434,1497.16618425,43.8573402357,0,0,"POLYGON ((104.12193851689108 23.05992252436107, 104.07380231085534 22.976548169823786, 103.97752989878387 22.976548169823786, 103.92939369274808 23.05992252436107, 103.97752989878387 23.143296878898582, 104.07380231085534 23.143296878898582, 104.12193851689108 23.05992252436107))",242,none,none,none
9892.57472157,1536.48119228,47.5839514672,0,0,"POLYGON ((104.26634713499811 22.976548169823786, 104.21821092896238 22.89317381528633, 104.12193851689108 22.89317381528633, 104.07380231085534 22.976548169823786, 104.12193851689108 23.05992252436107, 104.21821092896238 23.05992252436107, 104.26634713499811 22.976548169823786))",243,none,none,none
9743.3683106,1475.45512272,48.380028838,0,0,"POLYGON ((104.41075575310515 23.05992252436107, 104.36261954706941 22.976548169823786, 104.26634713499811 22.976548169823786, 104.21821092896238 23.05992252436107, 104.26634713499811 23.143296878898582, 104.36261954706941 23.143296878898582, 104.41075575310515 23.05992252436107))",244,none,none,none
9665.01460235,1416.17654997,82.0305649546,0,1,"POLYGON ((104.55516437121224 22.976548169823786, 104.50702816517668 22.89317381528633, 104.41075575310515 22.89317381528633, 104.36261954706941 22.976548169823786, 104.41075575310515 23.05992252436107, 104.50702816517668 23.05992252436107, 104.55516437121224 22.976548169823786))",245,none,none,none
9733.96748612,1226.5794572,66.4748777583,0,0,"POLYGON ((104.69957298931945 23.05992252436107, 104.65143678328371 22.976548169823786, 104.55516437121241 22.976548169823786, 104.50702816517668 23.05992252436107, 104.55516437121241 23.143296878898582, 104.65143678328371 23.143296878898582, 104.69957298931945 23.05992252436107))",246,none,none,none
9803.15211497,1046.79724208,57.9286158669,0,1,"POLYGON ((104.84398160742649 22.976548169823786, 104.79584540139075 22.89317381528633, 104.69957298931945 22.89317381528633, 104.65143678328371 22.976548169823786, 104.69957298931945 23.05992252436107, 104.79584540139075 23.05992252436107, 104.84398160742649 22.976548169823786))",247,none,none,none
9970.98188406,1429.88144963,0.0,0,1,"POLYGON ((104.98839022553358 23.05992252436107, 104.94025401949779 22.976548169823786, 104.84398160742649 22.976548169823786, 104.79584540139075 23.05992252436107, 104.84398160742649 23.143296878898582, 104.94025401949779 23.143296878898582, 104.98839022553358 23.05992252436107))",248,none,none,none
9973.74050633,748.766385415,11.159225159,0,1,"POLYGON ((98.9232282650355 23.226671233436036, 98.87509205899977 23.143296878898582, 98.77881964692824 23.143296878898582, 98.73068344089268 23.226671233436036, 98.77881964692824 23.31004558797349, 98.87509205899977 23.31004558797349, 98.9232282650355 23.226671233436036))",249,none,none,none
9990.8006993,858.569488639,21.2613025871,0,1,"POLYGON ((99.06763688314254 23.143296878898582, 99.0195006771068 23.05992252436107, 98.9232282650355 23.05992252436107, 98.87509205899977 23.143296878898582, 98.9232282650355 23.226671233436036, 99.0195006771068 23.226671233436036, 99.06763688314254 23.143296878898582))",250,none,none,none
9935.76083009,1409.6224358,49.2986992753,0,1,"POLYGON ((99.21204550124958 23.226671233436036, 99.16390929521401 23.143296878898582, 99.06763688314254 23.143296878898582, 99.0195006771068 23.226671233436036, 99.06763688314254 23.31004558797349, 99.16390929521401 23.31004558797349, 99.21204550124958 23.226671233436036))",251,none,none,none
9806.09090909,1594.62961047,50.4807052513,0,0,"POLYGON ((99.35645411935661 23.143296878898582, 99.30831791332105 23.05992252436107, 99.21204550124958 23.05992252436107, 99.16390929521401 23.143296878898582, 99.21204550124958 23.226671233436036, 99.30831791332105 23.226671233436036, 99.35645411935661 23.143296878898582))",252,none,none,none
9811.27479927,1638.28873043,36.9437340534,0,0,"POLYGON ((99.50086273746388 23.226671233436036, 99.45272653142814 23.143296878898582, 99.35645411935661 23.143296878898582, 99.30831791332105 23.226671233436036, 99.35645411935661 23.31004558797349, 99.45272653142814 23.31004558797349, 99.50086273746388 23.226671233436036))",253,none,none,none
9775.8624,1691.23033251,58.0199791199,0,0,"POLYGON ((99.64527135557091 23.143296878898582, 99.59713514953518 23.05992252436107, 99.50086273746388 23.05992252436107, 99.45272653142814 23.143296878898582, 99.50086273746388 23.226671233436036, 99.59713514953518 23.226671233436036, 99.64527135557091 23.143296878898582))",254,none,none,none
9725.99427828,1543.20547836,52.5284784909,0,0,"POLYGON ((99.78967997367795 23.226671233436036, 99.74154376764238 23.143296878898582, 99.64527135557091 23.143296878898582, 99.59713514953518 23.226671233436036, 99.64527135557091 23.31004558797349, 99.74154376764238 23.31004558797349, 99.78967997367795 23.226671233436036))",255,none,none,none
9809.41004184,1258.19241742,85.3825437785,0,0,"POLYGON ((99.93408859178521 23.143296878898582, 99.88595238574948 23.05992252436107, 99.78967997367795 23.05992252436107, 99.74154376764238 23.143296878898582, 99.78967997367795 23.226671233436036, 99.88595238574948 23.226671233436036, 99.93408859178521 23.143296878898582))",256,none,none,none
9871.59642954,1507.45078765,62.8500757937,0,0,"POLYGON ((100.07849720989225 23.226671233436036, 100.03036100385651 23.143296878898582, 99.93408859178521 23.143296878898582, 99.88595238574948 23.226671233436036, 99.93408859178521 23.31004558797349, 100.03036100385651 23.31004558797349, 100.07849720989225 23.226671233436036))",257,none,none,none
9883.66591928,1313.22094326,56.4969241368,0,0,"POLYGON ((100.22290582799928 23.143296878898582, 100.17476962196355 23.05992252436107, 100.07849720989225 23.05992252436107, 100.03036100385651 23.143296878898582, 100.07849720989225 23.226671233436036, 100.17476962196355 23.226671233436036, 100.22290582799928 23.143296878898582))",258,none,none,none
9841.71854734,1439.69921651,57.2373129133,0,0,"POLYGON ((100.36731444610632 23.226671233436036, 100.31917824007058 23.143296878898582, 100.22290582799928 23.143296878898582, 100.17476962196372 23.226671233436036, 100.22290582799928 23.31004558797349, 100.31917824007058 23.31004558797349, 100.36731444610632 23.226671233436036))",259,none,none,none
9819.12252862,1387.72474529,69.7352786341,0,0,"POLYGON ((100.51172306421358 23.143296878898582, 100.46358685817785 23.05992252436107, 100.36731444610632 23.05992252436107, 100.31917824007058 23.143296878898582, 100.36731444610632 23.226671233436036, 100.46358685817785 23.226671233436036, 100.51172306421358 23.143296878898582))",260,none,none,none
9951.97489429,1195.26023546,67.5961200837,0,0,"POLYGON ((100.65613168232062 23.226671233436036, 100.60799547628488 23.143296878898582, 100.51172306421358 23.143296878898582, 100.46358685817785 23.226671233436036, 100.51172306421358 23.31004558797349, 100.60799547628488 23.31004558797349, 100.65613168232062 23.226671233436036))",261,none,none,none
9954.38252376,1266.89196908,74.2372334133,0,0,"POLYGON ((100.80054030042766 23.143296878898582, 100.75240409439192 23.05992252436107, 100.65613168232062 23.05992252436107, 100.60799547628488 23.143296878898582, 100.65613168232062 23.226671233436036, 100.75240409439192 23.226671233436036, 100.80054030042766 23.143296878898582))",262,via,via,none
9820.29551382,1173.87181137,61.3306845749,0,0,"POLYGON ((100.94494891853492 23.226671233436036, 100.89681271249918 23.143296878898582, 100.80054030042766 23.143296878898582, 100.75240409439192 23.226671233436036, 100.80054030042766 23.31004558797349, 100.89681271249918 23.31004558797349, 100.94494891853492 23.226671233436036))",263,via,via,none
9735.26475943,1401.43385032,47.3957442681,0,0,"POLYGON ((101.08935753664196 23.143296878898582, 101.04122133060622 23.05992252436107, 100.94494891853492 23.05992252436107, 100.89681271249918 23.143296878898582, 100.94494891853492 23.226671233436036, 101.04122133060622 23.226671233436036, 101.08935753664196 23.143296878898582))",264,none,none,none
9940.73084886,1527.44943151,36.8820540673,0,0,"POLYGON ((101.23376615474899 23.226671233436036, 101.18562994871326 23.143296878898582, 101.08935753664196 23.143296878898582, 101.04122133060622 23.226671233436036, 101.08935753664196 23.31004558797349, 101.18562994871326 23.31004558797349, 101.23376615474899 23.226671233436036))",265,none,none,none
9926.76397679,1313.34816423,80.3483631021,0,0,"POLYGON ((101.37817477285603 23.143296878898582, 101.33003856682029 23.05992252436107, 101.23376615474899 23.05992252436107, 101.18562994871326 23.143296878898582, 101.23376615474899 23.226671233436036, 101.33003856682029 23.226671233436036, 101.37817477285603 23.143296878898582))",266,none,none,none
9900.88076022,1483.70401606,68.9829158902,0,0,"POLYGON ((101.52258339096329 23.226671233436036, 101.47444718492756 23.143296878898582, 101.37817477285603 23.143296878898582, 101.33003856682029 23.226671233436036, 101.37817477285603 23.31004558797349, 101.47444718492756 23.31004558797349, 101.52258339096329 23.226671233436036))",267,none,none,none
9921.87817797,1324.58503778,53.8136026138,0,0,"POLYGON ((101.66699200907033 23.143296878898582, 101.61885580303459 23.05992252436107, 101.52258339096329 23.05992252436107, 101.47444718492756 23.143296878898582, 101.52258339096329 23.226671233436036, 101.61885580303459 23.226671233436036, 101.66699200907033 23.143296878898582))",268,none,none,via
9941.53585398,1298.63172269,59.9603813789,0,0,"POLYGON ((101.81140062717736 23.226671233436036, 101.76326442114163 23.143296878898582, 101.66699200907033 23.143296878898582, 101.61885580303459 23.226671233436036, 101.66699200907033 23.31004558797349, 101.76326442114163 23.31004558797349, 101.81140062717736 23.226671233436036))",269,none,none,via
